"module name","license","repository"
"cosmiconfig@2.1.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-react-class@15.6.2","MIT","https://github.com/facebook/react"
"cross-spawn@4.0.2","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cryptiles@2.0.5","BSD-3-Clause","https://github.com/hapijs/cryptiles"
"crypto-browserify@3.3.0","MIT","https://github.com/dominictarr/crypto-browserify"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-loader@0.26.0","MIT","https://github.com/webpack/css-loader"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.6.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-selector-tokenizer@0.7.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-what@2.1.0","BSD*","https://github.com/fb55/css-what"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano@3.9.1","MIT","https://github.com/ben-eb/cssnano"
"csso@2.2.1","MIT","https://github.com/css/csso"
"cssom@0.3.1","MIT","https://github.com/NV/CSSOM"
"cssom@0.3.2","MIT","https://github.com/NV/CSSOM"
"cssstyle@0.2.37","MIT","https://github.com/chad3814/CSSStyleDeclaration"
"d@0.1.1","MIT","https://github.com/medikoo/d"
"d@1.0.0","MIT","https://github.com/medikoo/d"
"damerau-levenshtein@1.0.3","BSD-2-Clause","https://github.com/lzrski/node-damerau-levenshtein"
"dashdash@1.14.0","MIT","https://github.com/trentm/node-dashdash"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debug@2.2.0","MIT","https://github.com/visionmedia/debug"
"debug@2.6.0","MIT","https://github.com/visionmedia/debug"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.1.0","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"deep-diff@0.3.4","MIT","https://github.com/flitbit/diff"
"deep-extend@0.4.1","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"default-require-extensions@1.0.0","MIT","https://github.com/jamestalmage/default-require-extensions"
"define-properties@1.1.2","MIT","https://github.com/ljharb/define-properties"
"defined@1.0.0","MIT","https://github.com/substack/defined"
"del@2.2.2","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-port@1.0.1","MIT","https://github.com/xudafeng/detect-port"
"diff@3.2.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"doctrine@1.3.0","BSD","https://github.com/eslint/doctrine"
"doctrine@1.5.0","BSD","https://github.com/eslint/doctrine"
"doctrine@2.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.1.4","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serializer@0.1.0","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-storage@2.0.2","Apache*","https://github.com/coolaj86/node-dom-storage"
"domain-browser@1.1.7","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.1.3","BSD*","https://github.com/FB55/domelementtype"
"domelementtype@1.3.0","BSD*","https://github.com/FB55/domelementtype"
"domhandler@2.1.0","BSD*","https://github.com/fb55/domhandler"
"domutils@1.1.6","BSD*","https://github.com/FB55/domutils"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"dotenv@2.0.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexer@0.1.1","MIT","https://github.com/Raynos/duplexer"
"ecc-jsbn@0.1.1","MIT","https://github.com/quartzjer/ecc-jsbn"
"ecdsa-sig-formatter@1.0.9","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"element-class@0.2.2","ISC","https://github.com/maxogden/element-class"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.1","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.12","MIT","https://github.com/andris9/encoding"
"enhanced-resolve@0.9.1","MIT","https://github.com/webpack/enhanced-resolve"
"entities@1.1.1","BSD*","https://github.com/fb55/node-entities"
"errno@0.1.4","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.0","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.9.0","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.1.1","MIT","https://github.com/ljharb/es-to-primitive"
"es5-ext@0.10.12","MIT","https://github.com/medikoo/es5-ext"
"es5-ext@0.10.35","MIT","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.0","MIT","https://github.com/medikoo/es6-iterator"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-map@0.1.5","MIT","https://github.com/medikoo/es6-map"
"es6-set@0.1.5","MIT","https://github.com/medikoo/es6-set"
"es6-symbol@3.1.0","MIT","https://github.com/medikoo/es6-symbol"
"es6-symbol@3.1.1","MIT","https://github.com/medikoo/es6-symbol"
"es6-weak-map@2.0.2","MIT","https://github.com/medikoo/es6-weak-map"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@1.8.1","BSD-2-Clause","https://github.com/estools/escodegen"
"escope@3.6.0","BSD-2-Clause","https://github.com/estools/escope"
"eslint-config-react-app@0.5.0","BSD-3-Clause","https://github.com/facebookincubator/create-react-app"
"eslint-import-resolver-node@0.2.3","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-loader@1.6.0","MIT","https://github.com/MoOx/eslint-loader"
"eslint-module-utils@1.0.0","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-plugin-flowtype@2.21.0","BSD-3-Clause","https://github.com/gajus/eslint-plugin-flowtype"
"eslint-plugin-import@2.0.1","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-plugin-jsx-a11y@2.2.3","MIT","https://github.com/evcohen/eslint-plugin-jsx-a11y"
"eslint-plugin-react@6.4.1","MIT","https://github.com/yannickcr/eslint-plugin-react"
"eslint-plugin-react@7.4.0","MIT","https://github.com/yannickcr/eslint-plugin-react"
"eslint-scope@3.7.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint@3.8.1","MIT","https://github.com/eslint/eslint"
"eslint@4.9.0","MIT","https://github.com/eslint/eslint"
"espree@3.5.1","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@2.7.3","BSD-2-Clause","https://github.com/jquery/esprima"
"esprima@3.0.0","BSD-2-Clause","https://github.com/jquery/esprima"
"esprima@4.0.0","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.0.0","BSD*","https://github.com/jrfeenst/esquery"
"esrecurse@4.2.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@1.9.3","BSD","https://github.com/estools/estraverse"
"estraverse@4.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.2","BSD","https://github.com/estools/esutils"
"etag@1.7.0","MIT","https://github.com/jshttp/etag"
"event-emitter@0.3.5","MIT","https://github.com/medikoo/event-emitter"
"eventemitter3@1.2.0","MIT","https://github.com/primus/eventemitter3"
"events@1.1.1","MIT","https://github.com/Gozala/events"
"eventsource@0.1.6","MIT","https://github.com/aslakhellesoy/eventsource-node"
"exec-sh@0.2.0","MIT","https://github.com/tsertkov/exec-sh"
"exenv@1.2.0","BSD*","https://github.com/JedWatson/exenv"
"exit-hook@1.1.1","MIT","https://github.com/sindresorhus/exit-hook"
"expand-brackets@0.1.5","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-range@1.8.2","MIT","https://github.com/jonschlinkert/expand-range"
"express@4.14.0","MIT","https://github.com/expressjs/express"
"extend@3.0.0","MIT","https://github.com/justmoon/node-extend"
"external-editor@2.0.5","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@0.3.2","MIT","https://github.com/jonschlinkert/extglob"
"extract-text-webpack-plugin@1.0.1","MIT","https://github.com/webpack/extract-text-webpack-plugin"
"extsprintf@1.0.2","MIT*","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@1.0.0","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastparse@1.1.1","MIT","https://github.com/webpack/fastparse"
"faye-websocket@0.10.0","MIT","https://github.com/faye/faye-websocket-node"
"faye-websocket@0.11.0","MIT","https://github.com/faye/faye-websocket-node"
"faye-websocket@0.7.3","MIT","https://github.com/faye/faye-websocket-node"
"faye-websocket@0.9.3","MIT","https://github.com/faye/faye-websocket-node"
"fb-watchman@1.9.0","Apache-2.0","https://github.com/facebook/watchman"
"fb-watchman@2.0.0","Apache-2.0","https://github.com/facebook/watchman"
"fbjs@0.8.16","MIT","https://github.com/facebook/fbjs"
"fbjs@0.8.8","BSD-3-Clause","https://github.com/facebook/fbjs"
"figures@1.7.0","MIT","https://github.com/sindresorhus/figures"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@2.0.0","MIT","https://github.com/royriojas/file-entry-cache"
"file-loader@0.9.0","MIT","https://github.com/webpack/file-loader"
"filename-regex@2.0.0","MIT","https://github.com/regexps/filename-regex"
"fileset@2.0.3","MIT","https://github.com/mklabs/node-fileset"
"filesize@3.3.0","BSD-3-Clause","https://github.com/avoidwork/filesize.js"
"fill-range@2.2.3","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@0.5.0","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@0.1.1","MIT","https://github.com/jamestalmage/find-cache-dir"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up"
"firebase@3.6.4","Custom: https://firebase.google.com","https://firebase.google.com/"
"flat-cache@1.3.0","MIT","https://github.com/royriojas/flat-cache"
"flatten@1.0.2","MIT","https://github.com/jesusabdullah/node-flatten"
"flow-bin@0.46.0","BSD-3-Clause","https://github.com/flowtype/flow-bin"
"for-in@0.1.6","MIT","https://github.com/jonschlinkert/for-in"
"for-own@0.1.4","MIT","https://github.com/jonschlinkert/for-own"
"foreach@2.0.5","MIT","https://github.com/manuelstofer/foreach"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@1.0.0-rc4","MIT","https://github.com/form-data/form-data"
"form-data@2.1.2","MIT","https://github.com/form-data/form-data"
"forwarded@0.1.0","MIT","https://github.com/jshttp/forwarded"
"fresh@0.3.0","MIT","https://github.com/jshttp/fresh"
"fs-extra@0.30.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@1.0.14","MIT","https://github.com/strongloop/fsevents"
"fsevents@1.0.15","MIT","https://github.com/strongloop/fsevents"
"fstream-ignore@1.0.5","ISC","https://github.com/isaacs/fstream-ignore"
"fstream@1.0.10","ISC","https://github.com/npm/fstream"
"function-bind@1.1.0","MIT","https://github.com/Raynos/function-bind"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"gauge@2.6.0","ISC","https://github.com/iarna/gauge"
"gauge@2.7.2","ISC","https://github.com/iarna/gauge"
"generate-function@2.0.0","MIT","https://github.com/mafintosh/generate-function"
"generate-object-property@1.2.0","MIT","https://github.com/mafintosh/generate-object-property"
"get-caller-file@1.0.2","ISC","https://github.com/stefanpenner/get-caller-file"
"getpass@0.1.6","MIT","https://github.com/arekinath/node-getpass"
"glob-base@0.3.0","MIT","https://github.com/jonschlinkert/glob-base"
"glob-parent@2.0.0","ISC","https://github.com/es128/glob-parent"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob"
"glob@7.0.5","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.1","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.2","ISC","https://github.com/isaacs/node-glob"
"globals@10.1.0","MIT","https://github.com/sindresorhus/globals"
"globals@9.14.0","MIT","https://github.com/sindresorhus/globals"
"globals@9.18.0","MIT","https://github.com/sindresorhus/globals"
"globby@5.0.0","MIT","https://github.com/sindresorhus/globby"
"google-maps-infobox@1.1.15","MIT","https://github.com/lucasfs7/google-maps-infobox-module"
"graceful-fs@4.1.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-fs@4.1.4","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-readlink@1.0.1","MIT","https://github.com/zhiyelee/graceful-readlink"
"growly@1.3.0","MIT","https://github.com/theabraham/growly"
"gzip-size@3.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"handlebars@4.0.6","MIT","https://github.com/wycats/handlebars.js"
"har-validator@2.0.6","ISC","https://github.com/ahmadnassri/har-validator"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-color@0.1.7","MIT","https://github.com/sindresorhus/has-color"
"has-flag@1.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@2.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"has@1.0.1","MIT","https://github.com/tarruda/has"
"hawk@3.1.3","BSD-3-Clause","https://github.com/hueniverse/hawk"
"he@1.1.0","MIT","https://github.com/mathiasbynens/he"
"history@4.5.1","MIT","https://github.com/mjackson/history"
"history@4.7.2","MIT","https://github.com/ReactTraining/history"
"hoek@2.16.3","BSD-3-Clause","https://github.com/hapijs/hoek"
"hoist-non-react-statics@2.3.1","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"home-or-tmp@2.0.0","MIT","https://github.com/sindresorhus/home-or-tmp"
"hosted-git-info@2.1.5","ISC","https://github.com/npm/hosted-git-info"
"html-comment-regex@1.1.1","MIT","https://github.com/stevemao/html-comment-regex"
"html-encoding-sniffer@1.0.1","WTFPL","https://github.com/jsdom/html-encoding-sniffer"
"html-entities@1.2.0","MIT","https://github.com/mdevils/node-html-entities"
"html-minifier@3.2.3","MIT","https://github.com/kangax/html-minifier"
"html-webpack-plugin@2.24.0","MIT","https://github.com/ampedandwired/html-webpack-plugin"
"htmlparser2@3.3.0","MIT","https://github.com/fb55/htmlparser2"
"http-errors@1.5.1","MIT","https://github.com/jshttp/http-errors"
"http-proxy-middleware@0.17.2","MIT","https://github.com/chimurai/http-proxy-middleware"
"http-proxy-middleware@0.17.3","MIT","https://github.com/chimurai/http-proxy-middleware"
"http-proxy@1.16.2","MIT","https://github.com/nodejitsu/node-http-proxy"
"http-signature@1.1.1","MIT","https://github.com/joyent/node-http-signature"
"https-browserify@0.0.1","MIT","https://github.com/substack/https-browserify"
"iconv-lite@0.4.13","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.4.15","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.4.19","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-replace-symbols@1.0.2","ISC","https://github.com/css-modules/icss-replace-symbols"
"ieee754@1.1.8","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@3.3.6","MIT","https://github.com/kaelzhang/node-ignore"
"immutability-helper@2.4.0","MIT","https://github.com/kolodny/immutability-helper"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indexes-of@1.0.1","MIT","https://github.com/dominictarr/indexes-of"
"indexof@0.0.1","MIT*",""
"inflight@1.0.5","ISC","https://github.com/npm/inflight"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"ini@1.3.4","ISC","https://github.com/isaacs/ini"
"inquirer@0.12.0","MIT","https://github.com/sboudrias/Inquirer.js"
"inquirer@3.3.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"interpret@0.6.6","MIT","https://github.com/tkellen/node-interpret"
"invariant@2.2.2","BSD-3-Clause","https://github.com/zertosh/invariant"
"invert-kv@1.0.0","MIT","https://github.com/sindresorhus/invert-kv"
"ipaddr.js@1.1.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-absolute-url@2.1.0","MIT","https://github.com/sindresorhus/is-absolute-url"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-binary-path@1.0.1","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.4","MIT","https://github.com/feross/is-buffer"
"is-builtin-module@1.0.0","MIT","https://github.com/sindresorhus/is-builtin-module"
"is-callable@1.1.3","MIT","https://github.com/ljharb/is-callable"
"is-ci@1.0.10","MIT","https://github.com/watson/is-ci"
"is-date-object@1.0.1","MIT","https://github.com/ljharb/is-date-object"
"is-dotfile@1.0.2","MIT","https://github.com/jonschlinkert/is-dotfile"
"is-equal-shallow@0.1.3","MIT","https://github.com/jonschlinkert/is-equal-shallow"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@1.0.0","MIT","https://github.com/jonschlinkert/is-extglob"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-finite@1.0.2","MIT","https://github.com/sindresorhus/is-finite"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@2.0.1","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-my-json-valid@2.13.1","MIT","https://github.com/mafintosh/is-my-json-valid"
"is-my-json-valid@2.15.0","MIT","https://github.com/mafintosh/is-my-json-valid"
"is-number@2.1.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-cwd@1.0.0","MIT","https://github.com/sindresorhus/is-path-cwd"
"is-path-in-cwd@1.0.0","MIT","https://github.com/sindresorhus/is-path-in-cwd"
"is-path-inside@1.0.0","MIT","https://github.com/sindresorhus/is-path-inside"
"is-plain-obj@1.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"is-posix-bracket@0.1.1","MIT","https://github.com/jonschlinkert/is-posix-bracket"
"is-primitive@2.0.0","MIT","https://github.com/jonschlinkert/is-primitive"
"is-promise@2.1.0","MIT","https://github.com/then/is-promise"
"is-property@1.0.2","MIT","https://github.com/mikolalysenko/is-property"
"is-regex@1.0.4","MIT","https://github.com/ljharb/is-regex"
"is-resolvable@1.0.0","MIT","https://github.com/shinnn/is-resolvable"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-svg@2.1.0","MIT","https://github.com/sindresorhus/is-svg"
"is-symbol@1.0.1","MIT","https://github.com/ljharb/is-symbol"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-utf8@0.2.1","MIT","https://github.com/wayfind/is-utf8"
"isarray@0.0.1","MIT","https://github.com/juliangruber/isarray"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isemail@1.2.0","BSD-2-Clause","https://github.com/hapijs/isemail"
"isexe@1.1.2","ISC","https://github.com/isaacs/isexe"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@2.1.0","MIT","https://github.com/jonschlinkert/isobject"
"isomorphic-fetch@2.2.1","MIT","https://github.com/matthew-andrews/isomorphic-fetch"
"isstream@0.1.2","MIT","https://github.com/rvagg/isstream"
"istanbul-api@1.1.0","BSD-3-Clause","https://github.com/istanbuljs/istanbul-api"
"istanbul-api@1.1.14","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-coverage@1.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbul-lib-coverage"
"istanbul-lib-coverage@1.1.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-hook@1.0.0-alpha.4","BSD-3-Clause","https://github.com/istanbuljs/istanbul-lib-hook"
"istanbul-lib-hook@1.0.7","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@1.3.1","BSD-3-Clause","https://github.com/istanbuljs/istanbul-lib-instrument"
"istanbul-lib-instrument@1.8.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@1.0.0-alpha.3","BSD-3-Clause","https://github.com/istanbuljs/istanbul-lib-report"
"istanbul-lib-report@1.1.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@1.1.0","BSD-3-Clause","https://github.com/istanbuljs/istanbul-lib-source-maps"
"istanbul-lib-source-maps@1.2.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@1.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbul-reports"
"istanbul-reports@1.1.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul@0.4.5","BSD-3-Clause","https://github.com/gotwarlost/istanbul"
"jest-changed-files@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-changed-files@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-cli@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-cli@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-config@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-config@19.0.4","BSD-3-Clause","https://github.com/facebook/jest"
"jest-diff@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-diff@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-environment-jsdom@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-environment-jsdom@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-environment-node@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-environment-node@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-file-exists@17.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-file-exists@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-haste-map@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-haste-map@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-jasmine2@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-jasmine2@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-matcher-utils@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-matcher-utils@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-matchers@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-matchers@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-message-util@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-mock@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-mock@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-regex-util@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-resolve-dependencies@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-resolve-dependencies@19.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"jest-resolve@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-resolve@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-runtime@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-runtime@19.0.4","BSD-3-Clause","https://github.com/facebook/jest"
"jest-snapshot@17.0.3","BSD-3-Clause","https://github.com/facebook/jest"
"jest-snapshot@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-util@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-util@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest-validate@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest@17.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jest@19.0.2","BSD-3-Clause","https://github.com/facebook/jest"
"jodid25519@1.0.2","MIT","https://github.com/meganz/jodid25519"
"joi@6.10.1","BSD-3-Clause","https://github.com/hapijs/joi"
"js-base64@2.1.9","BSD*","https://github.com/dankogai/js-base64"
"js-tokens@2.0.0","MIT","https://github.com/lydell/js-tokens"
"js-tokens@3.0.1","MIT","https://github.com/lydell/js-tokens"
"js-tokens@3.0.2","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.10.0","MIT","https://github.com/nodeca/js-yaml"
"js-yaml@3.6.1","MIT","https://github.com/nodeca/js-yaml"
"js-yaml@3.7.0","MIT","https://github.com/nodeca/js-yaml"
"jsbn@0.1.0","BSD*","https://github.com/andyperlitch/jsbn"
"jschardet@1.5.1","LGPL-2.1+","https://github.com/aadsm/jschardet"
"jsdom@9.12.0","MIT","https://github.com/tmpvar/jsdom"
"jsdom@9.9.1","MIT","https://github.com/tmpvar/jsdom"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"jsesc@1.3.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-loader@0.5.4","MIT","https://github.com/webpack/json-loader"
"json-schema-traverse@0.3.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema@0.2.2","AFLv2.1,BSD","https://github.com/kriszyp/json-schema"
"json-schema@0.2.3","AFLv2.1,BSD","https://github.com/kriszyp/json-schema"
"json-stable-stringify@1.0.1","MIT","https://github.com/substack/json-stable-stringify"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"json3@3.3.2","MIT","https://github.com/bestiejs/json3"
"json5@0.4.0","MIT","https://github.com/aseemk/json5"
"json5@0.5.1","MIT","https://github.com/aseemk/json5"
"jsonfile@2.4.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonify@0.0.0","Public Domain","https://github.com/substack/jsonify"
"jsonpointer@2.0.0","MIT","https://github.com/janl/node-jsonpointer"
"jsonpointer@4.0.1","MIT","https://github.com/janl/node-jsonpointer"
"jsonwebtoken@7.1.9","MIT","https://github.com/auth0/node-jsonwebtoken"
"jsprim@1.3.0","MIT","https://github.com/davepacheco/node-jsprim"
"jsprim@1.3.1","MIT","https://github.com/davepacheco/node-jsprim"
"jsx-ast-utils@1.3.5","MIT","https://github.com/evcohen/jsx-ast-utils"
"jsx-ast-utils@2.0.1","MIT","https://github.com/evcohen/jsx-ast-utils"
"jwa@1.1.5","MIT","https://github.com/brianloveswords/node-jwa"
"jws@3.1.4","MIT","https://github.com/brianloveswords/node-jws"
"kind-of@3.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"klaw@1.3.1","MIT","https://github.com/jprichardson/node-klaw"
"lazy-cache@1.0.4","MIT","https://github.com/jonschlinkert/lazy-cache"
"lcid@1.0.0","MIT","https://github.com/sindresorhus/lcid"
"leven@2.1.0","MIT","https://github.com/sindresorhus/leven"
"levn@0.3.0","MIT","https://github.com/gkz/levn"
"load-json-file@1.1.0","MIT","https://github.com/sindresorhus/load-json-file"
"loader-utils@0.2.16","MIT","https://github.com/webpack/loader-utils"
"locate-path@2.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash-es@4.17.4","MIT","https://github.com/lodash/lodash"
"lodash._arraycopy@3.0.0","MIT","https://github.com/lodash/lodash"
